Biker_Age,Biker_Occupation,Biker_Education_Level,Riding_Experience,Daily_Travel_Distance,Talk_While_Riding,Smoke_While_Riding,Wearing_Helmet,Motorcycle_Ownership,Valid_Driving_License,Bike_Condition,Road_Type,Road_condition,Weather,Time_of_Day,Traffic_Density,Speed_Limit,Bike_Speed,Number_of_Vehicles,Biker_Alcohol,Accident_Severity
17.0,Student,Above high school,10.0,20.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Wet,Rainy,Morning,5.0,70.0,69.0,5.0,0.0,No Accident
19.0,Student,Above high school,8.0,1.0,Regularly,Never,No,Bought with own money,No,New,Highway,Dry,Clear,Afternoon,3.0,70.0,67.0,5.0,0.0,No Accident
25.0,Student,Above high school,1.0,24.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Night,7.0,70.0,105.0,2.0,0.0,No Accident
20.0,Student,Above high school,9.0,12.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Afternoon,1.0,70.0,69.0,5.0,0.0,No Accident
17.0,Student,Above high school,8.0,28.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Wet,Rainy,Noon,2.0,70.0,110.0,7.0,0.0,No Accident
25.0,Student,Above high school,0.0,19.0,Never,Never,No,Inherited,No,New,Highway,Dry,Clear,Evening,4.0,70.0,92.0,4.0,0.0,No Accident
15.0,Student,Above high school,0.0,16.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Dry,Foggy,Afternoon,5.0,70.0,62.0,6.0,0.0,No Accident
23.0,Student,Above high school,2.0,44.0,Regularly,Never,No,Bought with own money,No,New,Highway,Wet,Rainy,Night,6.0,70.0,72.0,1.0,0.0,No Accident
30.0,Student,Above high school,10.0,49.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Afternoon,1.0,70.0,79.0,2.0,0.0,No Accident
15.0,Student,Above high school,2.0,38.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Morning,7.0,70.0,43.0,6.0,0.0,No Accident
21.0,Student,Above high school,2.0,10.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Clear,Afternoon,6.0,70.0,37.0,3.0,0.0,No Accident
19.0,Student,Above high school,4.0,27.0,Never,Never,No,Inherited,No,New,Highway,Dry,Foggy,Night,1.0,70.0,95.0,8.0,0.0,No Accident
25.0,Student,Above high school,8.0,32.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Wet,Rainy,Afternoon,5.0,70.0,100.0,2.0,0.0,No Accident
19.0,Student,Above high school,7.0,39.0,Regularly,Never,No,Bought with own money,No,New,Highway,Dry,Clear,Noon,3.0,70.0,51.0,1.0,0.0,No Accident
24.0,Student,Above high school,2.0,34.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Evening,1.0,70.0,46.0,4.0,0.0,No Accident
29.0,Student,Above high school,1.0,17.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Afternoon,6.0,70.0,43.0,2.0,0.0,No Accident
17.0,Student,Above high school,5.0,8.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Wet,Rainy,Night,7.0,70.0,69.0,3.0,0.0,No Accident
17.0,Student,Above high school,9.0,9.0,Never,Never,No,Inherited,No,New,Highway,Dry,Clear,Afternoon,2.0,70.0,57.0,2.0,0.0,No Accident
20.0,Student,Above high school,9.0,21.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Dry,Foggy,Morning,7.0,70.0,37.0,6.0,0.0,No Accident
30.0,Student,Above high school,5.0,38.0,Regularly,Never,No,Bought with own money,No,New,Highway,Wet,Rainy,Afternoon,4.0,70.0,37.0,6.0,0.0,No Accident
30.0,Student,Above high school,2.0,40.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Night,2.0,70.0,110.0,4.0,0.0,No Accident
24.0,Student,Above high school,0.0,17.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Afternoon,7.0,70.0,37.0,4.0,0.0,No Accident
18.0,Student,Above high school,8.0,3.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Clear,Noon,1.0,70.0,53.0,5.0,0.0,No Accident
29.0,Student,Above high school,5.0,38.0,Never,Never,No,Inherited,No,New,Highway,Dry,Foggy,Evening,6.0,70.0,93.0,7.0,0.0,No Accident
30.0,Student,Above high school,2.0,22.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Wet,Rainy,Afternoon,3.0,70.0,86.0,8.0,0.0,No Accident
20.0,Student,Above high school,1.0,17.0,Regularly,Never,No,Bought with own money,No,New,Highway,Dry,Clear,Night,5.0,70.0,90.0,1.0,0.0,No Accident
15.0,Student,Above high school,6.0,49.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Afternoon,6.0,70.0,44.0,5.0,0.0,No Accident
29.0,Student,Above high school,4.0,2.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Morning,7.0,70.0,98.0,1.0,0.0,No Accident
19.0,Student,Above high school,3.0,14.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Wet,Rainy,Afternoon,3.0,70.0,65.0,4.0,0.0,No Accident
22.0,Student,Above high school,6.0,5.0,Never,Never,No,Inherited,No,New,Highway,Dry,Clear,Night,1.0,70.0,48.0,2.0,0.0,No Accident
24.0,Student,Above high school,10.0,23.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Dry,Foggy,Afternoon,7.0,70.0,30.0,1.0,0.0,No Accident
25.0,Student,Above high school,7.0,46.0,Regularly,Never,No,Bought with own money,No,New,Highway,Wet,Rainy,Noon,2.0,70.0,81.0,4.0,0.0,No Accident
20.0,Student,Above high school,5.0,33.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Evening,3.0,70.0,46.0,6.0,0.0,No Accident
24.0,Student,Above high school,9.0,10.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Afternoon,2.0,70.0,63.0,8.0,0.0,No Accident
17.0,Student,Above high school,2.0,10.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Clear,Night,1.0,70.0,44.0,8.0,0.0,No Accident
20.0,Student,Above high school,9.0,2.0,Never,Never,No,Inherited,No,New,Highway,Dry,Foggy,Afternoon,7.0,70.0,70.0,2.0,0.0,No Accident
20.0,Student,Above high school,8.0,15.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Wet,Rainy,Morning,5.0,70.0,44.0,5.0,0.0,No Accident
18.0,Student,Above high school,6.0,45.0,Regularly,Never,No,Bought with own money,No,New,Highway,Dry,Clear,Afternoon,7.0,70.0,105.0,6.0,0.0,No Accident
17.0,Student,Above high school,6.0,49.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Night,3.0,70.0,56.0,4.0,0.0,No Accident
16.0,Student,Above high school,2.0,30.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Afternoon,3.0,70.0,69.0,5.0,0.0,No Accident
20.0,Student,Above high school,3.0,16.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Wet,Rainy,Noon,5.0,70.0,107.0,3.0,0.0,No Accident
29.0,Student,Above high school,7.0,43.0,Never,Never,No,Inherited,No,New,Highway,Dry,Clear,Evening,6.0,70.0,55.0,1.0,0.0,No Accident
23.0,Student,Above high school,7.0,23.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Dry,Foggy,Afternoon,3.0,70.0,96.0,3.0,0.0,No Accident
19.0,Student,Above high school,0.0,22.0,Regularly,Never,No,Bought with own money,No,New,Highway,Wet,Rainy,Afternoon,2.0,70.0,60.0,2.0,0.0,No Accident
26.0,Student,Above high school,7.0,8.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Night,5.0,70.0,105.0,7.0,0.0,No Accident
29.0,Student,Above high school,4.0,4.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Afternoon,2.0,70.0,105.0,6.0,0.0,No Accident
28.0,Student,Above high school,9.0,15.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Clear,Morning,7.0,70.0,30.0,6.0,0.0,No Accident
24.0,Student,Above high school,0.0,23.0,Never,Never,No,Inherited,No,New,Highway,Dry,Foggy,Afternoon,7.0,70.0,31.0,2.0,0.0,No Accident
28.0,Student,Above high school,8.0,32.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Wet,Rainy,Night,1.0,70.0,34.0,2.0,0.0,No Accident
29.0,Student,Above high school,7.0,43.0,Regularly,Never,No,Bought with own money,No,New,Highway,Dry,Clear,Afternoon,3.0,70.0,54.0,7.0,0.0,No Accident
20.0,Student,Above high school,10.0,19.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Noon,7.0,70.0,48.0,4.0,1.0,No Accident
25.0,Student,Above high school,7.0,17.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Evening,4.0,70.0,79.0,3.0,0.0,No Accident
25.0,Student,Above high school,8.0,25.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Wet,Rainy,Afternoon,2.0,70.0,84.0,2.0,0.0,No Accident
24.0,Student,Above high school,6.0,22.0,Never,Never,No,Inherited,No,New,Highway,Dry,Clear,Night,3.0,70.0,62.0,7.0,0.0,No Accident
22.0,Student,Above high school,1.0,46.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Dry,Foggy,Afternoon,4.0,70.0,92.0,1.0,0.0,No Accident
22.0,Student,Above high school,4.0,7.0,Regularly,Never,No,Bought with own money,No,New,Highway,Wet,Rainy,Morning,3.0,70.0,39.0,2.0,0.0,No Accident
29.0,Student,Above high school,4.0,15.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Afternoon,7.0,70.0,89.0,7.0,0.0,No Accident
28.0,Student,Above high school,2.0,22.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Night,2.0,70.0,69.0,2.0,0.0,No Accident
15.0,Student,Above high school,2.0,50.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Clear,Afternoon,2.0,70.0,40.0,8.0,0.0,No Accident
19.0,Student,Above high school,6.0,42.0,Never,Never,No,Inherited,No,New,Highway,Dry,Foggy,Noon,4.0,70.0,67.0,3.0,0.0,No Accident
15.0,Student,Above high school,7.0,31.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Wet,Rainy,Evening,6.0,70.0,46.0,2.0,0.0,No Accident
19.0,Student,Above high school,0.0,49.0,Regularly,Never,No,Bought with own money,No,New,Highway,Dry,Clear,Afternoon,6.0,70.0,53.0,6.0,0.0,No Accident
22.0,Student,Above high school,7.0,23.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Night,7.0,70.0,81.0,6.0,0.0,No Accident
23.0,Student,Above high school,2.0,23.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Afternoon,2.0,70.0,73.0,2.0,0.0,No Accident
28.0,Student,Above high school,3.0,6.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Wet,Rainy,Morning,6.0,70.0,74.0,5.0,0.0,No Accident
20.0,Student,Above high school,2.0,12.0,Never,Never,No,Inherited,No,New,Highway,Dry,Clear,Afternoon,6.0,70.0,65.0,8.0,0.0,No Accident
25.0,Student,Above high school,1.0,43.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Dry,Foggy,Night,5.0,70.0,77.0,6.0,0.0,No Accident
23.0,Student,Above high school,7.0,9.0,Regularly,Never,No,Bought with own money,No,New,Highway,Wet,Rainy,Afternoon,4.0,70.0,86.0,2.0,0.0,No Accident
27.0,Student,Above high school,1.0,27.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Noon,2.0,70.0,57.0,2.0,0.0,No Accident
22.0,Student,Above high school,3.0,15.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Evening,5.0,70.0,32.0,7.0,0.0,No Accident
28.0,Student,Above high school,9.0,2.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Clear,Afternoon,3.0,70.0,84.0,4.0,0.0,No Accident
25.0,Student,Above high school,5.0,0.0,Never,Never,No,Inherited,No,New,Highway,Dry,Foggy,Night,6.0,70.0,99.0,6.0,0.0,No Accident
18.0,Student,Above high school,8.0,42.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Wet,Rainy,Afternoon,4.0,70.0,91.0,4.0,0.0,No Accident
23.0,Student,Above high school,9.0,4.0,Regularly,Never,No,Bought with own money,No,New,Highway,Dry,Clear,Morning,6.0,70.0,80.0,4.0,0.0,No Accident
18.0,Student,Above high school,3.0,35.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Afternoon,1.0,70.0,60.0,7.0,0.0,No Accident
19.0,Student,Above high school,10.0,48.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Night,1.0,70.0,90.0,5.0,0.0,No Accident
20.0,Student,Above high school,5.0,28.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Wet,Rainy,Afternoon,7.0,70.0,32.0,3.0,0.0,No Accident
20.0,Student,Above high school,9.0,39.0,Never,Never,No,Inherited,No,New,Highway,Dry,Clear,Noon,2.0,70.0,36.0,4.0,0.0,No Accident
30.0,Student,Above high school,8.0,14.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Dry,Foggy,Evening,2.0,70.0,63.0,1.0,0.0,No Accident
28.0,Student,Above high school,8.0,21.0,Regularly,Never,No,Bought with own money,No,New,Highway,Wet,Rainy,Afternoon,3.0,70.0,49.0,6.0,0.0,No Accident
29.0,Student,Above high school,0.0,23.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Night,4.0,70.0,106.0,8.0,0.0,No Accident
25.0,Student,Above high school,8.0,1.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Afternoon,4.0,70.0,67.0,7.0,0.0,No Accident
20.0,Student,Above high school,7.0,35.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Clear,Morning,5.0,70.0,37.0,2.0,0.0,No Accident
15.0,Student,Above high school,6.0,9.0,Never,Never,No,Inherited,No,New,Highway,Dry,Foggy,Afternoon,3.0,70.0,54.0,3.0,0.0,No Accident
29.0,Student,Above high school,3.0,40.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Wet,Rainy,Night,4.0,70.0,46.0,2.0,0.0,No Accident
17.0,Student,Above high school,7.0,49.0,Regularly,Never,No,Bought with own money,No,New,Highway,Dry,Clear,Afternoon,2.0,70.0,50.0,7.0,0.0,No Accident
18.0,Student,Above high school,2.0,21.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Noon,1.0,70.0,62.0,7.0,0.0,No Accident
16.0,Student,Above high school,6.0,25.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Evening,2.0,70.0,57.0,8.0,0.0,No Accident
16.0,Student,Above high school,1.0,26.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Wet,Rainy,Afternoon,4.0,70.0,37.0,8.0,0.0,No Accident
27.0,Student,Above high school,9.0,22.0,Never,Never,No,Inherited,No,New,Highway,Dry,Clear,Night,4.0,70.0,59.0,1.0,0.0,No Accident
16.0,Student,Above high school,8.0,11.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Dry,Foggy,Afternoon,1.0,70.0,108.0,6.0,0.0,No Accident
25.0,Student,Above high school,4.0,22.0,Regularly,Never,No,Bought with own money,No,New,Highway,Wet,Rainy,Morning,4.0,70.0,67.0,2.0,0.0,No Accident
28.0,Student,Above high school,8.0,12.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Afternoon,4.0,70.0,98.0,1.0,0.0,No Accident
27.0,Student,Above high school,4.0,10.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Night,5.0,70.0,63.0,1.0,0.0,No Accident
27.0,Student,Above high school,6.0,24.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Clear,Afternoon,6.0,70.0,69.0,1.0,0.0,No Accident
25.0,Student,Above high school,8.0,33.0,Never,Never,No,Inherited,No,New,Highway,Dry,Foggy,Noon,6.0,70.0,33.0,8.0,0.0,No Accident
30.0,Student,Above high school,4.0,6.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Wet,Rainy,Evening,2.0,70.0,43.0,6.0,0.0,No Accident
24.0,Student,Above high school,5.0,40.0,Regularly,Never,No,Bought with own money,No,New,Highway,Dry,Clear,Afternoon,2.0,70.0,61.0,4.0,0.0,No Accident
23.0,Student,Above high school,5.0,40.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Night,2.0,70.0,93.0,8.0,0.0,No Accident
20.0,Student,Above high school,0.0,2.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Afternoon,7.0,70.0,60.0,3.0,0.0,No Accident
28.0,Student,Above high school,4.0,33.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Wet,Rainy,Morning,1.0,70.0,39.0,5.0,0.0,No Accident
24.0,Student,Above high school,5.0,50.0,Never,Never,No,Inherited,No,New,Highway,Dry,Clear,Afternoon,4.0,70.0,42.0,2.0,0.0,No Accident
18.0,Student,Above high school,2.0,11.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Dry,Foggy,Night,6.0,70.0,41.0,2.0,0.0,No Accident
28.0,Student,Above high school,3.0,8.0,Regularly,Never,No,Bought with own money,No,New,Highway,Wet,Rainy,Afternoon,5.0,70.0,66.0,7.0,0.0,No Accident
22.0,Student,Above high school,9.0,21.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Noon,1.0,70.0,52.0,7.0,0.0,No Accident
19.0,Student,Above high school,3.0,49.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Evening,1.0,70.0,38.0,1.0,0.0,No Accident
17.0,Student,Above high school,7.0,32.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Clear,Afternoon,6.0,70.0,83.0,1.0,0.0,No Accident
25.0,Student,Above high school,1.0,26.0,Never,Never,No,Inherited,No,New,Highway,Dry,Foggy,Night,1.0,70.0,70.0,6.0,0.0,No Accident
15.0,Student,Above high school,5.0,7.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Wet,Rainy,Afternoon,2.0,70.0,100.0,6.0,0.0,No Accident
28.0,Student,Above high school,3.0,12.0,Regularly,Never,No,Bought with own money,No,New,Highway,Dry,Clear,Morning,6.0,80.0,78.0,1.0,0.0,No Accident
16.0,Student,Above high school,8.0,15.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Afternoon,7.0,80.0,58.0,8.0,1.0,No Accident
28.0,Student,Above high school,3.0,21.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Night,4.0,80.0,62.0,5.0,0.0,No Accident
24.0,Student,Above high school,7.0,45.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Wet,Rainy,Afternoon,5.0,80.0,44.0,1.0,0.0,No Accident
27.0,Student,Above high school,0.0,32.0,Never,Never,No,Inherited,No,New,Highway,Dry,Clear,Noon,1.0,80.0,79.0,8.0,0.0,No Accident
21.0,Student,Above high school,2.0,16.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Dry,Foggy,Evening,6.0,80.0,89.0,1.0,0.0,No Accident
17.0,Student,Above high school,7.0,28.0,Regularly,Never,No,Bought with own money,No,New,Highway,Wet,Rainy,Afternoon,5.0,80.0,55.0,1.0,0.0,No Accident
22.0,Student,Above high school,7.0,28.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Night,7.0,80.0,108.0,8.0,0.0,No Accident
27.0,Student,Above high school,0.0,41.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Afternoon,5.0,80.0,77.0,4.0,0.0,No Accident
16.0,Student,Above high school,3.0,50.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Clear,Morning,5.0,80.0,43.0,2.0,0.0,No Accident
29.0,Student,Above high school,6.0,39.0,Never,Never,No,Inherited,No,New,Highway,Dry,Foggy,Afternoon,2.0,80.0,33.0,1.0,0.0,No Accident
20.0,Student,Above high school,7.0,9.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Wet,Rainy,Night,5.0,80.0,109.0,6.0,0.0,No Accident
27.0,Student,Above high school,3.0,5.0,Regularly,Never,No,Bought with own money,No,New,Highway,Dry,Clear,Afternoon,7.0,80.0,103.0,2.0,0.0,No Accident
20.0,Student,Above high school,5.0,14.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Noon,1.0,80.0,72.0,4.0,0.0,No Accident
26.0,Student,Above high school,7.0,13.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Evening,4.0,80.0,49.0,5.0,0.0,No Accident
15.0,Student,Above high school,10.0,27.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Wet,Rainy,Afternoon,7.0,80.0,106.0,8.0,0.0,No Accident
26.0,Student,Above high school,9.0,34.0,Never,Never,No,Inherited,No,New,Highway,Dry,Clear,Night,1.0,80.0,51.0,4.0,0.0,No Accident
20.0,Student,Above high school,4.0,47.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Dry,Foggy,Afternoon,7.0,80.0,37.0,5.0,0.0,No Accident
29.0,Student,Above high school,8.0,9.0,Regularly,Never,No,Bought with own money,No,New,Highway,Wet,Rainy,Morning,3.0,80.0,102.0,3.0,0.0,No Accident
24.0,Student,Above high school,1.0,28.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Afternoon,6.0,80.0,80.0,4.0,0.0,No Accident
19.0,Student,Above high school,3.0,49.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Night,3.0,80.0,93.0,7.0,0.0,No Accident
25.0,Student,Above high school,2.0,0.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Clear,Afternoon,2.0,80.0,67.0,8.0,0.0,No Accident
28.0,Student,Above high school,4.0,7.0,Never,Never,No,Inherited,No,New,Highway,Dry,Foggy,Noon,2.0,80.0,33.0,1.0,0.0,No Accident
20.0,Student,Above high school,8.0,11.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Wet,Rainy,Evening,5.0,80.0,73.0,4.0,0.0,No Accident
30.0,Student,Above high school,6.0,1.0,Regularly,Never,No,Bought with own money,No,New,Highway,Dry,Clear,Afternoon,4.0,80.0,59.0,6.0,0.0,No Accident
18.0,Student,Above high school,1.0,31.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Night,6.0,80.0,65.0,3.0,0.0,No Accident
22.0,Student,Above high school,2.0,9.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Afternoon,4.0,80.0,37.0,5.0,0.0,No Accident
20.0,Student,Above high school,3.0,31.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Wet,Rainy,Morning,5.0,80.0,110.0,2.0,0.0,No Accident
20.0,Student,Above high school,1.0,23.0,Never,Never,No,Inherited,No,New,Highway,Dry,Clear,Afternoon,2.0,80.0,82.0,1.0,0.0,No Accident
21.0,Student,Above high school,3.0,1.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Dry,Foggy,Night,1.0,80.0,68.0,8.0,0.0,No Accident
19.0,Student,Above high school,0.0,36.0,Regularly,Never,No,Bought with own money,No,New,Highway,Wet,Rainy,Afternoon,1.0,80.0,56.0,1.0,0.0,No Accident
28.0,Student,Above high school,7.0,27.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Noon,2.0,80.0,54.0,4.0,0.0,No Accident
26.0,Student,Above high school,10.0,32.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Evening,5.0,80.0,55.0,6.0,0.0,No Accident
30.0,Student,Above high school,3.0,22.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Clear,Afternoon,4.0,80.0,96.0,4.0,0.0,No Accident
28.0,Student,Above high school,9.0,45.0,Never,Never,No,Inherited,No,New,Highway,Dry,Foggy,Night,2.0,80.0,102.0,3.0,0.0,No Accident
29.0,Student,Above high school,4.0,50.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Wet,Rainy,Afternoon,3.0,80.0,98.0,4.0,0.0,No Accident
30.0,Student,Above high school,6.0,25.0,Regularly,Never,No,Bought with own money,No,New,Highway,Dry,Clear,Morning,1.0,80.0,66.0,5.0,0.0,No Accident
25.0,Student,Above high school,5.0,8.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Afternoon,5.0,80.0,83.0,7.0,0.0,No Accident
15.0,Student,Above high school,7.0,46.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Night,4.0,80.0,34.0,2.0,0.0,No Accident
24.0,Student,Above high school,4.0,2.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Wet,Rainy,Afternoon,4.0,80.0,86.0,5.0,0.0,No Accident
25.0,Student,Above high school,2.0,33.0,Never,Never,No,Inherited,No,New,Highway,Dry,Clear,Noon,6.0,80.0,45.0,4.0,0.0,No Accident
30.0,Student,Above high school,2.0,34.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Dry,Foggy,Evening,3.0,80.0,98.0,3.0,0.0,No Accident
18.0,Student,Above high school,5.0,12.0,Regularly,Never,No,Bought with own money,No,New,Highway,Wet,Rainy,Afternoon,2.0,80.0,48.0,3.0,0.0,No Accident
29.0,Student,Above high school,6.0,12.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Night,1.0,80.0,85.0,3.0,0.0,No Accident
22.0,Student,Above high school,5.0,31.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Afternoon,5.0,80.0,106.0,2.0,0.0,No Accident
23.0,Student,Above high school,4.0,1.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Clear,Morning,2.0,80.0,101.0,5.0,0.0,No Accident
20.0,Student,Above high school,3.0,43.0,Never,Never,No,Inherited,No,New,Highway,Dry,Foggy,Afternoon,1.0,80.0,60.0,4.0,0.0,No Accident
23.0,Student,Above high school,7.0,47.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,Highway,Wet,Rainy,Night,6.0,80.0,79.0,8.0,0.0,No Accident
28.0,Student,Above high school,1.0,36.0,Regularly,Never,No,Bought with own money,No,New,Highway,Dry,Clear,Afternoon,6.0,80.0,43.0,6.0,1.0,No Accident
24.0,Student,Above high school,3.0,36.0,Never,Sometimes,No,Bought with own money,No,Old,Highway,Dry,Foggy,Noon,2.0,80.0,48.0,5.0,0.0,No Accident
16.0,Student,Above high school,4.0,45.0,Never,Never,No,Inherited,Yes,New,Highway,Wet,Rainy,Evening,4.0,80.0,38.0,8.0,0.0,No Accident
19.0,Student,Above high school,5.0,14.0,Regularly,Sometimes,No,Bought with own money,No,Old,Highway,Wet,Rainy,Afternoon,4.0,80.0,40.0,4.0,0.0,No Accident
29.0,Student,Above high school,2.0,44.0,Never,Never,No,Inherited,No,New,City Road,Dry,Clear,Night,2.0,80.0,99.0,3.0,0.0,No Accident
28.0,Student,Above high school,7.0,35.0,Regularly,Sometimes,Yes,Inherited,Yes,Old,City Road,Dry,Foggy,Afternoon,4.0,80.0,46.0,6.0,0.0,No Accident
